ra,dec,mag,ci,name
2.617361,34.26389,5.30,1.550,
2.600000,-7.83167,5.53,1.590,
2.618444,32.89194,6.25,0.480,
2.610528,12.44750,5.68,0.490,
2.616806,24.64750,6.50,0.410,
2.609750,7.72972,5.81,1.040,
2.602583,-30.04472,5.75,1.020,
2.638278,37.72667,6.18,0.470,
2.641056,38.08944,6.30,-0.030,
2.633556,7.69528,6.39,0.440,
2.628278,-3.39611,5.65,1.020,
2.616278,-34.57833,5.79,0.660,
2.646944,21.96139,5.43,0.160,
2.796556,81.44833,5.78,1.300,
2.643583,3.44306,6.21,1.000,
2.527917,-79.10944,5.28,0.980,
2.638528,-30.19417,5.83,0.480,
2.623444,-52.54306,5.31,0.270,
2.658056,0.32861,4.07,-0.220,
2.640222,-37.99056,6.49,0.520,
2.659389,-11.87222,4.84,0.450,
2.678083,27.06083,5.30,0.090,
2.671028,6.11194,6.25,0.400,
2.670083,-9.45306,5.78,0.520,
2.717444,55.10583,5.77,-0.130,
2.716583,53.52611,5.84,1.120,
2.704139,40.19389,4.91,0.590,
2.663333,-42.89167,4.75,0.060,
2.687194,-0.69583,5.71,0.520,
2.747139,67.82472,5.95,0.100,
2.717194,48.26556,6.48,0.000,
2.706111,20.01167,5.69,-0.020,
2.677778,-39.85556,4.11,1.020,
2.696750,-3.21333,6.05,1.170,
2.692778,-14.54944,5.98,0.430,
2.708028,10.74167,6.30,0.060,
2.736667,49.22833,4.12,0.490,
2.734778,44.29694,5.43,0.900,
2.724194,27.70722,4.66,-0.130,
2.677667,-54.55000,5.21,0.400,
2.730889,25.63806,6.35,0.080,
2.721667,3.23583,3.47,0.090,Kaffaljidhma
2.701833,-38.38389,6.01,0.920,
2.659833,-68.26694,4.11,-0.060,
2.702361,-46.52444,6.10,0.880,
2.738639,17.76389,6.46,1.070,
2.742472,15.31167,5.77,-0.010,
2.709306,-50.80028,5.41,0.560,
2.735389,-13.85861,4.25,-0.140,
2.749333,12.44583,5.18,0.240,
2.749028,10.11417,4.27,0.310,
2.722306,-40.52750,6.36,-0.020,
2.815417,69.63417,6.18,0.180,
2.755806,4.71167,6.03,0.310,
2.739028,-32.52500,6.22,0.040,
2.751722,-18.57250,4.47,0.480,
2.782861,35.98361,6.25,0.930,
2.784306,35.55500,6.30,0.000,
2.736306,-52.57056,6.15,0.090,
2.724056,-66.71444,6.26,0.530,
2.798472,29.24722,4.51,1.110,Lilii Borea
2.825222,57.08417,6.25,0.890,
2.779222,-21.63972,6.49,0.380,
2.786444,-22.48556,6.47,0.390,
2.808917,18.28361,5.82,1.200,
2.866306,68.88861,5.80,0.640,
2.812750,25.18806,5.86,-0.070,
2.824194,37.32611,6.45,0.430,
2.757639,-63.70444,5.74,0.930,
2.844944,55.89556,3.76,1.680,Miram
2.821528,17.46417,5.22,-0.060,
2.759056,-67.61667,4.84,0.060,
2.833056,27.26056,3.63,-0.100,Bharani
2.862639,58.31472,6.45,0.100,
2.843083,38.31861,4.23,0.340,
2.818167,-32.40583,4.46,0.990,
2.861583,46.84194,5.88,0.890,
2.858556,35.05972,4.53,1.560,
2.830833,-24.56028,6.14,1.070,
2.831722,-27.94167,5.39,0.020,
2.881111,52.99778,6.36,0.070,
2.858222,15.08194,5.49,-0.090,
2.837444,-35.84361,5.92,0.900,
2.889222,48.56944,6.26,1.180,
2.850639,-21.00417,4.75,0.910,Angetenar
2.844556,-35.67611,5.47,1.250,
2.817083,-62.80667,5.26,0.100,
2.846639,-39.93167,6.36,0.050,
2.904306,52.76250,3.95,0.740,
2.895167,38.33750,5.33,0.410,
2.886583,16.48333,6.31,0.000,
2.875583,-12.76944,6.04,0.870,
2.865361,-30.81444,6.40,0.480,
2.880694,-9.44111,6.32,0.190,
2.932472,61.52111,5.59,0.450,
2.940222,64.33250,6.24,2.030,
2.893139,-22.37639,5.95,1.040,
2.892889,-38.43694,5.92,0.440,
2.947389,51.26083,6.22,1.570,
2.942611,47.16389,6.02,1.340,
2.872000,-62.90972,6.03,1.250,
2.930139,18.33167,5.91,1.470,
2.898028,-49.89028,4.00,2.110,
2.940583,18.02306,5.63,0.430,
2.937167,8.38167,5.97,0.480,
2.901806,-50.87139,6.21,1.580,
2.841250,-75.06694,4.75,1.330,
2.954806,31.93417,5.11,-0.010,
2.940472,-8.89806,3.89,1.110,Azha
2.943722,-3.71222,5.17,0.080,
2.967306,38.61500,6.04,1.410,
2.951278,4.50111,6.11,1.690,
2.968111,20.66861,5.80,0.410,
2.979361,39.66278,4.70,0.060,
3.102167,79.41861,5.49,1.570,
2.984361,35.18306,4.93,1.230,
2.956583,-23.86194,5.45,0.230,
2.953639,-29.85528,6.29,0.470,
2.997194,47.22083,5.47,0.890,
2.994417,41.03306,5.89,1.440,
2.986861,21.34028,4.63,0.040,
2.986861,21.34028,4.63,0.040,
2.968250,-23.60611,5.84,1.330,
3.014500,52.35167,5.28,-0.050,
2.978333,-2.78250,5.23,0.000,
2.959083,-38.19111,6.41,-0.030,
3.003278,38.13167,6.11,-0.060,
2.979833,-9.77639,6.14,0.220,
2.995250,8.90750,4.70,-0.120,
2.971028,-40.30472,3.24,0.140,Acamar
2.971194,-40.30444,4.35,0.080,Acamar
2.994778,-2.46500,5.56,-0.080,
2.985167,-28.90694,6.14,1.040,
2.993361,-25.27417,5.71,0.400,
3.012250,10.87028,5.95,1.590,
2.993972,-32.50722,6.31,0.000,
3.014167,-2.87861,6.11,1.770,
3.031694,26.46222,5.90,0.140,
3.195222,81.47056,5.95,0.150,
3.019444,-7.66278,5.75,1.050,
3.031194,5.33611,6.25,1.050,
2.979944,-64.07139,4.99,0.130,
3.039583,4.35278,5.61,-0.100,
3.038000,4.08972,2.53,1.640,Menkar
3.032250,-9.96139,5.83,1.110,
3.035917,-6.49472,6.19,0.600,
3.027139,-28.09167,5.89,0.790,
3.079944,53.50639,2.93,0.700,
3.058417,28.26972,6.36,0.000,
3.045083,-7.68528,5.32,0.940,
3.092333,56.70583,4.76,1.020,
3.039861,-23.62444,4.09,0.160,
3.094417,56.06861,6.11,1.020,
3.086278,38.84028,3.39,1.650,
3.121944,64.05778,5.89,-0.030,
3.089111,40.58250,6.05,1.010,
3.077972,15.85611,6.49,0.000,
3.071222,-7.60083,5.26,0.200,
3.077250,1.86361,6.05,1.040,
3.048861,-46.97500,5.82,1.300,
3.134417,52.21333,6.31,-0.010,
3.106583,13.18722,5.62,1.080,
3.198972,74.39361,4.87,0.020,
3.129833,47.30833,6.41,0.120,
3.060222,-59.73778,5.11,0.340,
3.109306,-6.08861,5.27,1.600,
3.136139,40.95556,2.12,-0.050,Algol
3.151111,49.61333,4.05,0.590,
3.123806,17.88000,6.11,-0.120,
3.037611,-71.90250,5.53,-0.140,
3.139222,18.79500,6.27,1.580,
3.158278,44.85722,3.80,0.980,Misam
3.144083,8.47083,6.28,1.060,
3.130806,-27.83111,6.19,0.160,
3.160194,29.07694,5.72,0.120,
3.169111,27.82000,6.42,0.010,
3.174167,26.89639,6.02,1.280,
3.188167,39.61167,4.63,1.110,
3.177472,11.87250,5.98,-0.060,
3.207333,47.72583,6.33,1.430,
3.202667,42.37611,6.15,-0.090,
3.193833,19.72667,4.35,1.030,Botein
3.189417,13.04778,6.12,1.020,
3.176500,-23.73833,6.38,0.930,
3.203944,27.25694,5.79,-0.120,
3.188556,-3.81167,6.05,1.660,
3.223333,48.17694,5.90,0.970,
3.188000,-16.02528,6.26,1.200,
3.207333,6.66083,5.56,1.080,
3.130333,-69.26556,6.15,1.020,
3.174278,-48.73417,6.12,1.120,
3.338806,77.73472,5.45,0.190,
3.212889,-1.19611,5.06,0.570,
3.201194,-28.98694,3.87,0.520,Dalim
3.263333,57.14083,5.79,0.730,
3.538917,84.91111,5.61,0.920,
3.249083,42.50389,6.07,1.070,
3.292111,65.65861,6.36,0.090,
3.207167,-44.41972,5.93,0.440,
3.270056,50.93778,5.03,1.150,
3.217083,-35.94389,6.27,-0.080,
3.255694,30.55667,5.52,0.010,
3.248361,21.04444,4.89,-0.010,
3.267972,45.34583,6.16,1.670,
3.227222,-29.80417,6.16,1.050,
3.263056,32.85639,6.31,0.370,
3.267194,34.68861,6.25,0.280,
3.209222,-57.32167,5.74,2.280,
3.276417,32.18361,6.06,0.990,
3.286500,40.48333,6.45,0.000,
3.250056,-26.10028,6.25,0.040,
3.125556,-78.98944,5.57,0.300,
3.296500,44.02500,5.47,-0.060,
3.266917,-5.91861,6.17,-0.020,
3.263889,-8.81972,4.80,0.230,Zibal
3.333167,65.65222,4.84,-0.150,
3.296056,39.28333,5.96,0.070,
3.310500,50.22222,5.15,-0.060,
3.276583,-9.15444,6.14,0.400,
3.318778,50.09500,5.03,-0.060,
3.312167,34.22278,4.82,1.490,
3.306222,-0.93028,5.38,1.040,
3.300778,-28.79694,5.91,0.330,
3.306139,-22.51139,4.88,0.900,
3.332167,27.07111,5.90,0.860,
3.322694,3.37028,4.83,0.680,
3.311444,-18.55972,5.71,0.370,
3.290722,-47.75167,5.85,1.240,
3.339000,29.04833,4.47,1.550,
3.340444,25.66278,6.12,1.240,
3.364611,49.07083,5.93,0.430,
3.357361,43.32944,4.95,0.040,
3.325278,-21.75778,3.69,1.620,
3.326333,-24.12306,5.61,1.660,
3.353778,21.14694,5.28,-0.070,
3.296167,-62.57528,5.54,0.640,
3.351889,3.67556,5.69,0.970,
3.332139,-43.06972,4.27,0.710,82 G. Eri
3.411250,64.58611,5.23,2.080,
3.303583,-62.50639,5.24,0.600,
3.387000,49.21333,5.29,-0.070,
3.369972,27.60750,5.52,1.100,
3.345889,-26.60639,6.39,0.540,
3.299722,-66.92694,6.05,0.130,
3.379222,20.74194,5.09,1.240,
3.356667,-23.63528,5.52,0.880,
3.405389,49.86111,1.79,0.480,Mirfak
3.371194,-25.58778,6.35,0.010,
3.408250,33.53583,5.61,-0.030,
3.359250,-47.77694,6.39,1.000,
3.405139,24.72417,5.50,1.190,
3.394194,4.88194,6.38,0.860,
3.388278,-7.79417,6.20,0.700,
3.266000,-77.38833,5.52,0.440,
3.407250,20.80361,6.08,-0.040,
3.402806,12.62944,6.04,1.230,
3.432611,49.12083,6.09,-0.070,
3.413556,9.02889,3.60,0.890,
3.395722,-32.70722,6.50,1.370,
3.505417,71.86389,6.32,1.800,
3.473222,60.25556,6.49,0.020,
3.467528,49.06278,4.98,-0.090,
3.484472,59.94028,4.21,0.410,
3.481222,49.84833,5.58,-0.040,
3.452833,9.73278,3.74,-0.090,
3.455194,12.73500,6.28,-0.020,
3.498583,58.87861,4.54,0.560,
3.472444,33.80750,5.61,0.020,
3.432167,-35.92083,6.39,0.080,
3.503139,59.36611,6.13,0.080,
3.489472,49.50889,4.67,-0.090,
3.439583,-27.31750,5.93,0.940,
3.500056,55.45194,5.09,0.050,
3.490611,46.93778,6.24,0.130,
3.474056,22.80417,6.03,0.950,
3.436583,-41.63694,6.32,0.060,
3.466944,-11.28667,5.73,1.100,
3.510278,48.10361,5.82,-0.040,
3.509583,47.99528,4.36,1.350,
3.400694,-69.62472,6.15,0.480,
3.459278,-35.68139,5.71,1.290,
3.524833,49.20972,6.29,0.090,
3.469861,-35.85333,6.50,0.130,
3.530306,49.40083,6.39,0.090,
3.494194,-6.80500,5.99,1.020,
3.506806,11.33639,5.14,-0.030,
3.493333,-12.67472,5.59,0.170,
3.535722,48.02361,5.47,-0.100,
3.426722,-69.33639,5.96,0.420,
3.522444,27.57194,5.96,0.000,
3.514556,12.93667,4.11,1.120,
3.512611,6.18861,5.94,0.960,
3.558917,58.76500,6.40,0.140,
3.540639,46.05694,5.31,0.400,
3.510306,-5.07528,4.73,-0.090,
3.561444,57.86889,6.37,0.510,
3.544194,44.85556,6.41,0.030,
3.560833,54.97472,5.98,0.110,
3.544444,35.46167,5.90,-0.060,
3.498611,-42.63417,5.78,0.220,
3.503778,-41.37000,6.12,0.480,
3.583556,60.04111,6.46,0.390,
3.559750,39.89944,5.81,0.110,
3.543333,9.37361,5.77,-0.080,
3.656889,75.73972,6.27,0.970,
3.510278,-47.37528,5.99,0.110,
3.531639,-25.61417,6.38,0.120,
3.489639,-62.93750,4.72,0.400,
3.548833,-9.45833,3.73,0.880,Ran
3.568972,17.83278,6.17,0.890,
3.574056,24.46444,5.92,0.130,
3.608167,48.19278,4.23,-0.060,
3.563139,-21.63278,4.27,-0.110,
3.580333,6.41778,6.49,0.630,
3.543000,-50.37861,5.68,1.100,
3.577056,-9.86861,6.25,0.020,
3.514333,-66.48972,5.83,-0.060,
3.565778,-31.08028,6.20,0.480,
3.638806,56.93278,6.30,-0.130,
3.575972,-31.87472,6.40,1.400,
3.547667,-61.01694,6.41,1.040,
3.633389,42.58306,6.42,-0.060,
3.599361,-11.19361,5.57,0.910,
3.613139,0.58778,5.71,0.920,
3.604833,-17.46694,5.23,-0.130,
3.614556,0.40167,4.28,0.580,
3.629944,15.43083,6.39,0.170,
3.650028,20.91583,6.50,0.150,
3.702583,63.21667,5.10,1.630,
3.618250,-40.27472,4.58,1.040,
4.167083,86.62611,5.86,0.370,
3.641444,-7.39167,5.85,0.980,
3.499667,-78.35194,5.70,0.930,
3.657139,16.53667,6.16,1.000,
3.650306,-5.62611,5.96,0.920,
3.711861,59.96944,5.76,1.710,
3.685528,37.58000,5.57,-0.070,
3.646583,-27.94306,6.01,-0.020,
3.664194,3.05694,5.57,0.940,
3.660639,-3.39306,6.23,1.040,
3.657056,-10.43722,6.19,1.030,
3.679528,25.32944,6.11,0.060,
3.666528,-1.12056,6.12,1.000,
3.669833,-15.22667,6.33,0.880,
3.677306,-5.21056,5.53,-0.150,
3.715417,47.78750,3.01,-0.130,
3.706250,33.96500,4.97,-0.010,
3.766917,67.20167,5.80,0.350,
3.687167,-11.80306,6.49,0.360,
3.705250,19.70028,5.69,-0.010,
3.735111,48.52361,6.06,1.550,
3.767306,63.34500,4.80,0.800,
3.744694,46.09972,6.11,0.280,
3.738639,32.28833,3.83,0.050,Atik
3.729778,19.66500,6.14,1.010,
3.742056,36.46000,5.59,0.060,
3.704139,-31.93833,5.00,-0.160,
3.753222,42.57861,3.77,0.420,
3.720806,-9.76333,3.54,0.920,Rana
3.741139,20.92861,6.10,0.010,
3.820500,70.87111,5.44,0.090,
3.726056,-10.48556,5.60,0.220,
3.746722,24.28944,5.46,-0.040,Celaeno
3.766472,45.68194,5.66,-0.070,
3.747917,24.11333,3.70,-0.110,Electra
3.713917,-37.31361,4.59,1.200,
3.752694,24.83917,5.64,-0.070,
3.753472,24.46722,4.30,-0.110,Taygeta
3.741806,-1.16306,5.25,-0.100,
3.792278,55.92250,6.10,-0.030,
3.839306,71.33222,4.63,0.030,
3.763778,24.36778,3.87,-0.070,Maia
3.749028,-0.29667,5.55,1.420,
3.765111,24.55472,5.76,-0.040,Asterope
3.767472,24.52806,6.43,-0.020,
3.761222,6.05000,5.35,-0.120,
3.608333,-78.32306,6.29,1.150,
3.825333,65.52611,4.47,1.880,
3.772111,23.94833,4.18,-0.060,Merope
3.735056,-40.66028,6.45,1.060,
3.826861,63.29722,5.85,0.180,
3.769306,6.80306,5.91,0.990,
3.805083,50.73667,6.14,0.060,
3.822111,57.11806,6.46,0.060,
3.769028,-12.10167,4.42,1.630,
3.796917,32.19500,6.25,0.470,
3.791417,24.10500,2.87,-0.090,Alcyone
3.861611,68.50750,6.32,-0.080,
3.747389,-48.06139,6.49,1.020,
3.742722,-54.27389,6.30,1.040,
3.754389,-47.35972,5.73,0.960,
3.818944,43.96306,6.02,0.290,
3.774278,-29.33806,5.90,0.120,
3.805806,23.42111,5.45,-0.070,
3.780806,-23.24972,4.23,0.420,
3.804528,11.14333,5.07,-0.130,
3.736667,-64.80694,3.85,1.130,
3.834583,44.96778,5.66,0.760,
3.825722,33.09139,5.11,0.070,
3.819361,24.05333,3.63,-0.090,Atlas
3.819778,24.13667,5.09,-0.080,Pleione
3.794333,-23.87472,5.24,0.070,
3.810806,0.22778,5.91,1.230,
3.828750,23.71167,6.17,-0.050,
3.798889,-30.16778,5.54,0.980,
3.831944,22.24444,6.07,-0.010,
3.797111,-36.10583,6.21,-0.100,
3.809944,-20.90306,5.81,1.640,
3.838583,25.57944,5.26,0.210,
3.809833,-37.62222,5.40,0.010,
3.809972,-37.62056,4.73,-0.030,
3.864917,34.35917,5.77,0.000,
3.895361,57.97500,5.80,0.180,
3.854389,13.04583,6.30,-0.070,
3.824250,-36.20028,4.17,0.950,
3.941722,71.82167,6.34,0.300,
3.867861,31.16833,6.25,0.200,
3.894083,48.65056,5.76,1.050,
3.866722,6.53472,5.67,0.060,
3.886111,17.32694,5.97,0.340,
3.878222,-5.36139,5.48,-0.100,
3.902194,31.88361,2.85,0.120,
3.957083,63.07222,5.03,-0.090,
3.952306,61.10889,5.00,1.450,
3.886944,-18.43444,6.22,0.880,
3.932833,47.87139,5.37,-0.080,
3.787306,-74.23889,3.24,1.620,
3.923056,31.04583,6.10,0.290,
3.943472,50.69528,5.28,0.410,
3.904833,-2.95278,6.14,0.090,
3.904861,-2.95472,4.79,0.940,
3.895167,-24.61250,4.65,-0.130,
3.894139,-34.73222,5.11,-0.130,
3.941306,35.08111,5.49,-0.030,
3.892583,-46.89361,5.93,1.240,
3.921194,-12.09917,6.00,0.320,
3.947806,22.47806,5.63,0.300,
3.906444,-40.35722,5.71,0.600,
3.964222,40.01028,2.89,-0.180,
3.951056,23.17556,6.06,0.020,
3.957333,24.46194,6.16,1.370,
3.950472,6.04000,6.09,0.060,
3.943861,-9.75083,6.19,0.280,
3.974750,38.84028,6.30,1.080,
3.909444,-52.69056,6.46,0.160,
3.982750,35.79111,4.04,0.010,Menkib
3.994444,38.82056,6.38,0.100,
4.167444,80.69861,5.10,0.560,
3.967167,-13.50861,2.95,1.590,Zaurak
3.981194,-5.47000,5.83,1.000,
3.994639,10.33083,6.37,0.420,
4.020750,36.99000,6.41,-0.010,
3.991694,-12.57417,5.60,1.480,
3.934444,-63.46361,6.14,1.100,
4.010250,17.29667,6.32,0.060,
4.013556,18.19389,5.89,0.320,
4.011333,12.49028,3.47,-0.120,
3.998750,-24.01639,4.66,-0.130,
4.100861,68.68000,5.87,1.540,
4.074222,59.15556,5.06,0.500,
4.029472,9.99778,5.67,0.020,
4.025556,-1.54972,5.28,-0.150,
3.978583,-57.10250,6.05,0.440,
4.011306,-30.49083,5.93,0.040,
3.979083,-61.40028,4.56,1.620,
4.110833,65.52083,6.17,0.140,
4.043528,-0.26889,5.38,0.500,
4.052611,5.98917,3.91,0.030,
4.072694,24.10583,5.47,0.860,
4.062389,5.43556,5.33,-0.080,
4.065722,8.19722,5.46,0.370,
4.110167,54.00861,6.31,0.990,
4.078250,22.08194,4.36,1.070,
4.069417,2.82694,5.36,0.500,
4.056861,-20.14417,6.46,-0.180,
4.109722,50.35139,4.29,0.020,
4.088944,22.00889,5.90,0.620,
4.069083,-16.58889,6.39,1.260,
4.014944,-62.15944,4.51,1.650,
4.072972,-12.79250,5.61,1.080,
4.021722,-61.07889,4.97,1.420,
4.078056,-20.38167,6.13,1.160,
4.110111,27.60000,5.20,-0.130,
4.116806,29.00139,5.23,0.340,
4.157667,59.90806,6.28,1.140,
3.708917,-85.26222,6.41,-0.010,
4.099028,-8.85611,6.26,0.060,
4.144361,47.71250,4.04,-0.030,
4.096306,-20.51222,6.34,0.920,
4.093722,-27.65167,5.59,0.310,
4.156222,54.82889,6.18,0.000,
4.137583,37.72778,6.09,0.950,
4.143500,38.03972,5.51,0.460,
4.128333,15.16278,6.01,0.400,
4.133167,17.33972,5.89,1.500,
4.229139,72.12639,6.03,1.010,
4.214333,68.50167,6.32,1.180,
4.152778,19.60917,5.50,1.070,
4.150444,13.39833,5.95,0.050,
4.183056,33.58667,5.72,1.440,
4.180528,26.48083,5.41,0.340,
4.154944,-16.38583,5.37,-0.150,
4.470278,83.80778,5.57,-0.130,
4.172917,-6.92389,5.44,0.940,
4.188972,5.52306,5.72,0.360,
4.179917,-8.81972,5.70,1.060,
4.122667,-64.22250,6.38,0.640,
4.208722,17.27750,6.09,1.080,
4.250500,57.46028,6.08,0.610,
4.214222,22.41361,6.12,0.190,
4.197750,-6.83750,4.04,0.330,Beid
4.179389,-35.27389,6.44,1.070,
4.193389,-20.35611,5.79,0.180,
4.233222,37.96694,6.45,0.000,
4.180722,-41.99361,4.93,0.330,
4.248306,48.40944,4.14,0.950,
4.500028,83.34056,5.46,0.870,
4.281556,61.85028,5.70,-0.140,
4.248139,40.48361,4.71,1.010,
4.226333,10.21222,6.23,0.050,
4.225861,7.71611,5.29,0.360,
4.230528,12.75333,6.25,1.160,
4.232333,9.26361,4.84,0.800,
4.227278,-1.14972,6.44,-0.130,
4.285611,57.86056,5.71,1.090,
4.278639,53.61194,5.19,0.050,
4.243417,10.01111,5.22,-0.100,
4.450778,80.82417,5.43,1.170,
4.239917,-10.25639,4.87,1.170,
4.262861,15.40056,6.32,0.400,
4.258917,8.89222,4.29,-0.060,
4.258111,6.18667,6.31,0.590,
4.226583,-40.35778,6.37,1.460,
4.304056,50.29556,4.61,0.040,
4.254528,-7.65278,4.43,0.820,Keid
4.233361,-42.29444,3.86,1.100,
4.344528,65.14056,5.27,0.810,
4.302278,42.14111,6.22,-0.080,
4.287667,20.57861,4.94,0.260,
4.320361,50.04889,5.45,0.220,
4.306444,21.57917,5.65,0.280,
4.288667,-6.47194,5.94,1.080,
4.336528,50.92083,5.55,-0.010,
4.363222,60.73556,5.39,1.490,
4.240417,-62.47389,3.35,0.910,
4.337333,41.80806,5.92,0.940,
4.267111,-51.48667,4.25,0.300,
4.323917,21.14222,5.35,-0.080,
4.246861,-62.19194,5.45,1.100,
4.326861,21.77361,5.38,-0.140,
4.364389,56.50667,5.88,0.000,
4.340167,34.56667,4.93,0.940,
4.336111,31.95333,6.16,1.710,
4.304417,-20.71556,6.00,1.670,
4.329889,15.62750,3.65,0.990,Prima Hyadum
4.298250,-33.79833,3.56,-0.120,
4.339250,27.35083,4.95,1.150,
4.327083,10.12139,6.31,1.430,
4.359222,46.49889,4.85,-0.030,
4.332694,14.03528,5.59,0.280,
4.382750,59.61639,6.19,0.000,
4.310389,-22.97028,6.07,0.300,
4.340306,18.74250,6.12,0.370,
4.274694,-59.30194,4.44,1.080,
4.343417,15.09528,5.26,0.220,
4.272528,-60.94861,6.37,0.070,
4.348000,13.86417,6.17,0.460,
4.317500,-33.90500,6.37,0.130,
4.344778,6.13083,5.77,0.920,
4.344083,-6.24556,6.27,0.910,
4.345222,-7.59250,5.85,-0.130,
4.321278,-44.26806,5.34,1.080,
4.311111,-52.86000,6.09,0.490,
4.357528,-0.09806,5.86,1.320,
4.344167,-20.63972,5.38,-0.020,
4.367639,14.07722,5.72,0.320,
4.376361,25.62917,5.37,-0.050,
4.373000,20.82139,5.91,1.660,
4.393306,42.42806,6.23,0.000,
4.294500,-63.25556,5.87,-0.070,
4.382250,17.54250,3.76,0.980,Secunda Hyadum
4.358694,-25.72833,6.01,0.350,
4.392333,20.98222,5.99,0.030,
4.390278,16.77722,5.64,0.300,
4.408111,34.13056,5.73,-0.060,
4.399944,24.30111,6.36,0.170,
4.410389,33.95972,5.76,0.400,
4.401611,17.44389,4.80,0.150,
4.397750,9.46083,5.12,0.070,
4.450250,57.58528,6.32,0.040,
4.394667,-3.74556,5.17,0.080,
4.384917,-24.89222,5.83,1.510,
4.415861,19.04167,5.98,0.370,
4.385472,-35.54500,6.39,1.240,
4.422806,22.29389,4.22,0.130,
4.423611,22.19972,5.28,0.250,
4.424833,17.92806,4.29,0.050,
4.435083,31.43889,5.28,0.970,
4.427028,15.94083,6.46,0.490,
4.438472,22.81361,4.28,0.260,
4.400611,-34.01694,3.96,1.490,Beemim
4.439111,15.61833,4.49,0.250,
4.364806,-63.38639,5.24,0.960,
4.443444,14.71361,4.69,0.980,
4.439194,8.59028,6.06,0.020,
4.454861,22.99639,5.53,-0.100,
4.450194,2.07944,6.23,1.090,
4.558528,72.52861,5.94,0.300,
4.458000,11.21250,5.88,0.050,
4.466889,21.62000,5.72,0.270,
4.421972,-44.16083,6.39,0.440,
4.403389,-57.07139,6.29,0.660,
4.481083,30.36139,6.40,0.520,
4.474000,16.35972,4.97,1.130,
4.473167,14.74083,5.90,0.320,
4.476944,19.18028,3.53,1.010,Ain
4.449167,-24.08139,6.11,0.140,
4.476250,15.96222,3.84,0.950,
4.477694,15.87083,3.40,0.180,Chamukuy
4.467667,1.85861,6.15,1.020,
4.480611,13.04750,5.03,0.230,
4.475583,1.38083,5.55,-0.100,
4.418139,-61.23833,5.94,1.540,
4.533833,53.91083,5.77,0.180,
4.451667,-46.94750,6.10,0.460,
4.510639,32.45806,6.21,-0.040,
4.477500,-19.45833,5.96,1.220,
4.502389,15.63806,5.58,0.320,
4.485250,-13.04833,5.60,-0.230,
4.523333,40.01028,6.26,0.040,
4.500667,10.26250,6.48,1.030,
4.299750,-80.21389,5.69,0.840,
4.509361,16.19389,4.78,0.170,
4.510806,15.69194,5.48,0.260,
4.469278,-41.96000,6.44,1.640,
4.510361,13.72444,5.40,0.260,
4.502694,-13.59222,6.24,1.000,
4.531056,15.85167,6.02,0.340,
4.488889,-46.51528,6.16,1.060,
4.556917,43.06389,6.09,0.380,
4.462750,-62.52083,5.75,1.010,
4.534667,5.41000,6.39,0.420,
4.531306,-0.04389,4.91,1.320,
4.523861,-13.64500,6.21,0.120,
4.511194,-35.65361,5.96,1.000,
4.606722,64.26167,5.94,-0.030,
4.543722,-3.20917,5.81,-0.140,
4.559139,18.01667,6.25,0.070,
4.513917,-44.95389,5.07,-0.190,
4.564139,14.84444,4.65,0.250,
4.577222,28.96111,5.88,-0.060,
4.563361,9.41306,6.01,1.060,
4.556111,-10.78583,6.06,1.380,
4.568972,5.56861,5.68,0.050,
4.565222,-6.73889,5.72,-0.130,
4.570611,-6.83778,6.09,1.380,
4.569889,-8.23139,5.11,1.700,
4.569917,-8.97028,5.26,1.470,
4.558500,-29.76667,4.51,0.980,
4.611500,41.26472,4.25,1.220,
4.595194,19.88167,6.36,0.000,
4.349417,-81.58000,5.79,0.350,
4.598667,16.50917,0.85,1.540,Aldebaran
4.594250,10.16083,4.25,0.180,
4.608111,23.34083,6.02,0.380,
4.587222,-9.73667,6.37,0.110,
4.583472,-19.92056,6.13,1.170,
4.600444,-3.61194,6.33,-0.100,
4.605306,-3.35250,3.93,-0.210,
4.592500,-30.56222,3.82,0.980,Theemin
4.566611,-55.04500,3.27,-0.100,
4.666139,53.47306,5.35,0.320,
4.665194,53.07972,5.05,1.070,
4.766750,76.61111,6.49,0.510,
4.620472,0.99833,5.31,-0.120,
4.641556,26.94000,6.47,0.000,
4.637722,20.68472,5.92,-0.050,
4.635944,16.03333,5.79,0.310,
4.635972,12.51083,4.27,0.120,
4.626694,-2.47333,5.23,0.280,
4.559444,-62.82361,5.79,1.040,
4.614139,-30.71667,6.30,-0.100,
4.656417,25.21833,6.22,0.160,
4.652556,15.79972,5.07,0.150,
4.654583,15.91806,4.69,0.150,
4.651722,7.87083,5.39,0.260,
4.636333,-14.30389,3.87,1.090,Sceptrum
4.690028,48.30083,5.67,-0.020,
4.648222,-12.12306,5.01,0.070,
4.667611,12.19778,5.46,-0.120,
4.721694,59.52083,6.50,0.000,
4.655472,-14.35917,5.45,1.060,
4.663111,-1.05278,6.10,0.940,
4.697306,38.28028,5.99,0.570,
4.688833,28.61500,5.78,-0.030,
4.813972,75.94111,6.06,0.280,
4.612667,-62.07750,5.40,1.580,
4.722667,49.97389,5.87,0.020,
4.715083,43.36500,5.29,0.000,
4.668556,-24.48250,5.58,0.920,
4.674028,-19.67167,4.32,1.610,
4.704083,22.95694,4.28,-0.130,
4.651194,-51.67278,6.44,1.320,
4.720500,24.08889,6.13,0.540,
